# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "16" "-s" "2" "-p" "-O" "-F" "SAF" "-a" "../pause_region_analysis/annotations/for_ratio/gene_body_regions.saf" "-o" "../pause_region_analysis/counts/genebody_counts_250down_tes.antisense.txt" "../tmp_forcounts//1_DW1_S10_L006.sorted.bam" "../tmp_forcounts//2_EW1_S11_L006.sorted.bam" "../tmp_forcounts//3_2D1_S12_L006.sorted.bam" "../tmp_forcounts//4_2E1_S13_L006.sorted.bam" "../tmp_forcounts//5_DW2_S14_L006.sorted.bam" "../tmp_forcounts//6_EW2_S15_L006.sorted.bam" "../tmp_forcounts//7_2D2_S16_L006.sorted.bam" "../tmp_forcounts//8_2E2_S17_L006.sorted.bam" "../tmp_forcounts//SOF1_DMSO_U2OS_PRO_1_S3_L002.sorted.bam" "../tmp_forcounts//SOF1_DMSO_U2OS_PRO_2_S7_L002.sorted.bam" "../tmp_forcounts//SOF1_E2_U2OS_PRO_1_S4_L002.sorted.bam" "../tmp_forcounts//SOF1_E2_U2OS_PRO_2_S8_L002.sorted.bam" "../tmp_forcounts//U2OS_DMSO_DBM_1_S22_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_DBM_2_S26_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_SOF3_1_S20_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_SOF3_2_S24_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_DBM_1_S23_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_DBM_2_S27_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_SOF3_1_S21_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_SOF3_2_S25_L007.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../tmp_forcounts//1_DW1_S10_L006.sorted.bam	../tmp_forcounts//2_EW1_S11_L006.sorted.bam	../tmp_forcounts//3_2D1_S12_L006.sorted.bam	../tmp_forcounts//4_2E1_S13_L006.sorted.bam	../tmp_forcounts//5_DW2_S14_L006.sorted.bam	../tmp_forcounts//6_EW2_S15_L006.sorted.bam	../tmp_forcounts//7_2D2_S16_L006.sorted.bam	../tmp_forcounts//8_2E2_S17_L006.sorted.bam	../tmp_forcounts//SOF1_DMSO_U2OS_PRO_1_S3_L002.sorted.bam	../tmp_forcounts//SOF1_DMSO_U2OS_PRO_2_S7_L002.sorted.bam	../tmp_forcounts//SOF1_E2_U2OS_PRO_1_S4_L002.sorted.bam	../tmp_forcounts//SOF1_E2_U2OS_PRO_2_S8_L002.sorted.bam	../tmp_forcounts//U2OS_DMSO_DBM_1_S22_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_DBM_2_S26_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_SOF3_1_S20_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_SOF3_2_S24_L007.sorted.bam	../tmp_forcounts//U2OS_E2_DBM_1_S23_L007.sorted.bam	../tmp_forcounts//U2OS_E2_DBM_2_S27_L007.sorted.bam	../tmp_forcounts//U2OS_E2_SOF3_1_S21_L007.sorted.bam	../tmp_forcounts//U2OS_E2_SOF3_2_S25_L007.sorted.bam
NM_001193424.2	chr10	14879115	14904315	+	25201	763	931	1057	1167	891	986	679	708	319	369	498	386	912	727	882	851	579	597	1191	998
NM_001080836.3	chr10	14959637	14972857	+	13221	1000	1018	1452	1179	1113	947	851	746	450	424	591	440	1237	877	1014	1065	775	844	1219	1119
NM_001039844.3	chr10	15075474	15088526	-	13053	222	239	498	352	285	271	310	209	174	233	157	137	390	225	372	310	255	233	360	364
NM_183005.5	chr10	15097604	15104257	+	6654	513	469	614	575	551	501	378	386	400	351	293	294	593	410	518	423	439	351	519	556
NM_004808.3	chr10	15105769	15168443	-	62675	1159	1345	1457	1735	1246	1429	967	984	541	635	641	551	1201	857	1035	927	815	702	1222	1126
NM_001261836.2	chr10	16437259	16513745	+	76487	2032	2097	2756	2735	2254	2307	1782	1901	849	926	920	856	1685	1285	1455	1296	1428	1298	1697	1800
NM_003380.5	chr10	17228490	17237593	+	9104	8072	8389	11666	11218	9410	8614	6590	7167	4000	3975	5201	3589	7221	5069	5961	5685	5621	5176	7185	7083
NM_014241.4	chr10	17589031	17617124	-	28094	668	611	636	651	687	607	477	438	390	333	293	296	697	495	535	428	483	406	479	456
NM_001098844.3	chr10	17752450	17800868	+	48419	163	179	289	289	188	159	145	153	73	114	74	55	205	158	132	126	162	124	105	132
NM_178815.5	chr10	18659680	18681639	+	21960	1331	1314	1561	1381	1521	1429	1027	839	490	537	523	385	1285	1016	1167	993	1095	1005	1104	1156
NM_207371.4	chr10	21513474	21525432	-	11959	157	129	313	209	160	125	188	102	71	147	101	83	187	111	164	191	102	97	161	176
NM_001394757.1	chr10	22208474	22217765	-	9292	7	11	5	6	3	6	2	4	9	3	0	0	4	3	1	5	2	5	5	0
NM_012071.4	chr10	22316637	22320306	+	3670	274	208	324	268	311	253	233	211	188	189	173	119	346	245	211	208	280	230	194	197
NM_005180.9	chr10	22321348	22331484	+	10137	1193	1073	1533	1448	1354	1083	933	1033	593	571	607	481	1134	870	979	954	794	722	1012	1085
NM_012228.4	chr10	23095828	23122013	+	26186	789	919	1143	1048	913	889	712	656	521	542	475	561	977	691	660	605	631	671	585	580
NM_178161.3	chr10	23192561	23194245	+	1685	31	27	70	40	31	27	17	26	4	6	12	14	33	16	36	29	17	15	41	49
NM_001145373.3	chr10	23439324	23442377	+	3054	213	246	277	220	347	233	193	107	99	168	123	115	210	168	151	148	159	154	223	187
NM_145010.4	chr10	24981984	25015908	-	33925	117	150	169	174	123	151	121	87	46	44	90	48	118	82	83	79	89	69	71	74
NM_024838.5	chr10	25016861	25026664	+	9804	800	769	1120	854	905	751	551	531	431	370	406	260	949	612	767	693	696	710	726	802
NM_001134366.2	chr10	26217023	26304558	+	87536	93	116	154	147	108	120	94	124	21	30	41	31	82	57	82	100	51	34	124	130
NM_001012750.3	chr10	26746595	26860708	-	114114	2359	2346	2651	2524	2705	2434	1702	1698	819	967	1054	841	2162	1754	1602	1438	1628	1564	1660	1571
NM_014915.3	chr10	27004115	27100244	-	96130	1093	1067	1523	1496	1326	1153	974	903	462	450	492	386	1152	809	1029	892	707	719	1061	1146
NM_001172303.3	chr10	27155601	27187953	+	32353	2057	2115	3111	3024	2334	2325	1932	1947	705	753	772	561	1715	1162	1565	1454	1320	1184	1670	1677
NM_145698.5	chr10	27195213	27240547	-	45335	480	503	581	644	476	505	369	356	224	180	192	169	511	357	397	372	338	307	406	432
NM_173576.3	chr10	27672873	27745569	-	72697	218	224	279	230	202	172	151	129	103	93	98	63	273	181	283	201	197	213	208	270
NM_012342.3	chr10	28677770	28682932	+	5163	140	101	197	167	109	120	102	69	104	92	77	64	174	130	137	139	128	82	106	98
NM_032517.6	chr10	29289319	29311232	+	21914	6	3	16	11	5	7	6	4	0	1	0	0	3	3	1	1	7	3	0	0
NM_018109.4	chr10	30309800	30349028	-	39229	1649	1673	2178	2184	1659	1789	1297	1394	551	600	698	580	1505	1030	1115	962	1099	972	1087	1058
NM_005204.4	chr10	30434433	30461833	+	27401	453	377	607	443	510	401	362	292	233	279	251	229	475	332	306	320	334	296	245	223
NM_183058.3	chr10	30611778	30629503	-	17726	2	2	3	0	2	2	6	2	0	0	0	0	4	1	0	0	0	0	0	0
NM_004521.3	chr10	32009014	32056175	-	47162	3870	3851	5900	5855	4195	4186	3692	3718	1545	1605	1644	1403	3746	2757	2776	2360	2834	2771	2954	3244
NM_001272004.3	chr10	32267750	32346908	-	79159	8038	8697	12218	11866	9089	9107	7634	7313	2919	3158	3369	2860	7087	5237	5132	4768	5679	5109	5543	5623
NM_002211.4	chr10	32900317	32957980	-	57664	9437	9486	10196	9932	10630	9688	6654	6433	2778	2982	3547	3018	7827	5662	3915	3187	6521	5799	4085	4488
NM_003591.4	chr10	35008550	35090091	-	81542	1498	1626	2688	2990	1686	1787	1736	1878	684	684	697	586	1382	1003	1435	1091	1101	974	1419	1523
NM_153368.3	chr10	35605590	35608935	+	3346	2	8	16	24	3	9	5	20	5	10	1	1	7	6	4	1	4	6	3	5
NM_031866.3	chr10	35638246	35642046	-	3801	220	273	284	313	191	241	131	234	84	131	134	75	124	88	139	126	89	79	219	207
NM_021045.3	chr10	37828762	37857360	-	28599	405	402	646	707	437	406	379	484	224	280	196	229	425	304	500	411	292	285	460	422
NM_145011.4	chr10	37949572	37976397	-	26826	331	310	547	496	382	337	350	249	141	126	144	138	308	197	313	256	210	231	309	285
NM_001324250.3	chr10	38094586	38124625	+	30040	705	760	1115	972	748	803	646	554	266	275	267	246	665	510	509	473	527	392	471	559
NM_014753.4	chr10	42783044	42834937	+	51894	2928	3418	4243	4323	3244	3548	2831	2883	1404	1424	1383	1380	2859	1999	2955	2506	2379	1934	3104	3007
NR_186456.1	chr10	43136823	43138143	-	1321	342	303	479	357	339	260	309	322	162	203	175	84	316	216	219	261	207	206	218	231
NM_018590.5	chr10	43138694	43185302	+	46609	1952	1913	2711	2427	2105	2115	1666	1649	542	567	715	643	1372	1071	1159	967	1106	977	1134	1154
NM_173160.3	chr10	43371885	43376335	+	4451	4	3	6	5	3	1	0	7	0	0	0	0	0	0	1	2	1	0	0	0
NM_001098204.2	chr10	43385617	43408936	-	23320	5081	5027	7423	6803	5586	5005	4797	4490	1665	1748	1721	1624	3484	2466	3282	3106	2648	2185	3645	3869
NR_186397.1	chr10	43420868	43423402	+	2535	152	188	325	269	176	173	203	148	161	131	80	70	197	150	145	144	109	137	144	124
NM_001355444.3	chr10	43437360	43483181	+	45822	984	1116	1715	1534	1102	977	966	1013	526	746	469	452	987	621	822	777	758	664	898	839
NM_001099282.2	chr10	43556343	43574366	-	18024	799	911	1042	1170	790	972	652	697	300	225	286	211	559	359	655	512	384	394	686	603
NM_145312.4	chr10	43606687	43617904	+	11218	146	224	253	321	189	154	202	229	73	71	90	52	133	82	135	131	99	103	181	191
NM_199168.4	chr10	44377066	44384847	-	7782	9	9	42	17	4	1	35	9	5	6	1	2	5	7	0	0	11	9	2	7
NM_001123376.3	chr10	44911586	44937010	+	25425	32	46	92	65	51	47	37	27	25	35	34	19	41	43	36	23	23	26	36	30
NM_032023.4	chr10	44960051	44995891	+	35841	2158	2105	5865	4141	2356	2083	3487	2749	2232	2053	1954	1423	3111	2076	1486	1364	2032	1956	1501	1576
NM_007021.4	chr10	44976127	44978559	-	2433	574	484	1071	554	549	383	693	441	429	407	281	288	612	422	441	441	433	368	373	402
NM_006963.5	chr10	45001172	45005326	+	4155	476	531	665	701	510	553	405	416	239	207	169	186	475	304	392	404	415	333	476	463
NM_001004297.3	chr10	45302649	45315358	-	12710	7	2	6	6	4	6	3	1	0	0	0	0	1	1	6	6	3	1	0	0
NM_000698.5	chr10	45374465	45446117	+	71653	809	975	1725	1434	986	1041	965	916	632	559	590	520	1060	748	703	536	645	582	727	835
NM_174890.4	chr10	45615499	45672522	-	57024	808	761	1013	945	868	789	624	559	342	366	335	341	836	583	714	599	562	520	770	694
NM_001276343.3	chr10	45825593	45847250	-	21658	67	113	119	140	136	106	122	91	15	14	29	25	66	54	115	59	72	55	103	63
NM_006327.4	chr10	45972738	46003742	+	31005	1479	1554	1842	1797	1565	1715	1342	1322	536	552	534	517	1298	1016	1545	1283	986	1001	1529	1449
NM_002443.4	chr10	46033312	46046019	-	12708	2	17	11	23	10	12	3	10	3	1	0	0	1	0	0	2	2	1	4	7
NM_001278688.3	chr10	46287246	46330129	+	42884	17	16	45	38	41	14	23	24	6	6	14	10	8	9	16	11	9	11	3	13
NM_001098845.3	chr10	46376025	46391778	+	15754	565	543	668	499	578	465	435	387	273	293	235	149	335	218	206	170	244	168	181	147
NM_005972.6	chr10	46461098	46465708	-	4611	0	0	2	2	1	0	3	0	0	0	0	0	0	0	0	4	0	1	0	0
NM_001385282.1	chr10	46541735	46556408	-	14674	83	106	188	144	76	97	128	132	59	100	59	54	70	61	91	71	57	48	99	111
NM_031912.5	chr10	46579377	46592064	+	12688	53	45	102	69	53	48	53	38	2	1	0	1	10	6	3	2	7	6	7	3
NM_004962.5	chr10	47300446	47313577	+	13132	1	1	3	5	4	1	2	1	0	2	0	0	1	1	3	0	0	0	0	0
NM_016204.4	chr10	47322703	47327588	+	4886	2	0	2	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
NM_002900.3	chr10	47348612	47357881	+	9270	3	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
NM_153034.4	chr10	47365495	47384043	-	18549	199	189	387	350	227	180	249	242	98	115	73	68	151	111	225	173	111	110	160	186
NM_001040084.3	chr10	47467992	47483865	-	15874	133	163	185	166	156	183	121	111	160	198	123	81	162	104	171	136	158	94	135	130
NM_001137549.2	chr10	47487218	47491450	-	4233	4	6	3	2	2	1	3	7	0	3	1	3	1	1	2	0	1	1	1	3
NM_001190810.1	chr10	47501853	47523388	-	21536	135	120	137	156	97	163	83	129	66	47	67	41	123	79	127	92	85	100	148	101
NM_001370184.1	chr10	47744716	47763342	-	18627	9	11	10	6	9	9	5	3	1	3	2	2	6	2	10	2	5	10	0	7
NM_001395253.1	chr10	47918911	47923524	+	4614	1	3	3	1	4	0	1	1	0	0	0	0	0	0	3	0	0	0	1	2
NM_001137548.3	chr10	47995321	47999541	-	4221	1	1	5	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
NM_001378102.1	chr10	48909479	48939590	-	30112	18	16	20	16	19	17	11	18	5	0	4	2	11	3	3	2	1	2	13	18
NM_001164484.2	chr10	49131153	49133771	-	2619	4	4	5	2	1	4	1	1	0	0	14	0	3	5	1	2	2	0	1	3
NM_001288740.3	chr10	49154735	49188141	-	33407	17	11	28	14	18	14	16	18	1	2	1	0	4	1	4	7	3	0	2	3
NM_001135196.2	chr10	49299419	49327492	+	28074	4	8	6	6	7	2	6	2	0	6	1	0	1	1	2	7	1	1	5	0
NM_001276451.2	chr10	49364065	49395839	-	31775	3	3	8	10	7	3	1	6	0	0	2	5	1	0	0	0	1	0	6	3
NM_000124.4	chr10	49454469	49538871	-	84403	1546	1782	1938	2022	1676	1746	1265	1260	802	839	780	701	1580	912	1608	1339	1012	995	1660	1560
NM_170753.3	chr10	49515104	49524031	-	8928	317	428	374	383	341	379	219	249	195	178	138	116	345	149	348	252	207	191	324	352
NM_003055.3	chr10	49610559	49612720	+	2162	1	6	1	1	2	3	1	8	1	0	0	3	0	0	1	0	0	1	0	7
NM_020549.5	chr10	49614286	49667942	+	53657	194	593	139	189	224	634	61	166	87	109	164	174	130	94	32	41	100	94	45	77
NM_001042427.3	chr10	49679900	49697532	+	17633	13	13	20	21	18	12	17	16	1	1	5	1	10	4	12	5	13	6	9	0
NM_018245.3	chr10	49734640	49762073	-	27434	502	604	892	816	528	480	585	591	181	243	182	169	308	208	441	377	218	198	402	457
NM_001290117.2	chr10	49942302	49974850	+	32549	1045	1124	1192	1220	977	1190	842	916	311	296	315	323	876	569	885	760	677	529	943	894
NM_001077665.3	chr10	49988655	50010499	+	21845	235	296	300	329	279	321	266	283	105	141	122	102	300	245	313	303	263	194	314	308
NM_001321958.2	chr10	50740185	50759255	+	19071	428	470	555	556	501	463	391	322	171	156	151	171	411	277	413	381	315	309	395	348
NM_015235.3	chr10	51695485	51699345	-	3861	407	373	535	488	505	432	411	347	215	192	199	155	351	271	408	333	344	226	441	434
NM_012242.4	chr10	52314530	52317657	+	3128	4	5	3	3	1	1	1	3	0	1	0	1	2	5	2	2	0	0	1	0
NM_001378373.1	chr10	52765379	52772534	-	7156	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_018464.5	chr10	58269411	58289586	+	20176	535	529	785	674	598	541	472	421	221	167	154	137	463	310	383	348	334	276	383	293
NM_003338.5	chr10	58335255	58370748	+	35494	892	882	1278	1144	1074	899	837	724	297	324	399	321	915	632	878	690	597	614	805	853
NM_003201.3	chr10	58385659	58399220	+	13562	1188	1331	1637	1486	1521	1343	1137	918	455	462	459	407	1150	918	1133	952	876	866	1209	1255
NM_198215.4	chr10	59246132	59362299	-	116168	428	484	1097	851	488	488	716	570	172	207	200	121	426	309	857	698	276	273	699	632
NM_194298.3	chr10	59650763	59709600	-	58838	226	249	295	194	261	217	175	139	56	50	58	54	85	67	221	157	106	69	205	191
NM_001304731.2	chr10	59736691	59753205	-	16515	31	37	64	54	39	36	24	35	18	24	26	25	35	17	39	27	25	23	36	19
NM_001786.5	chr10	60778727	60794852	+	16126	2056	2161	3721	3391	2335	2345	2211	2322	771	675	719	607	2170	1557	2916	2672	1677	1553	2927	2967
NM_014836.5	chr10	60869437	60943935	-	74499	4620	4409	5782	4485	5381	4407	3440	2559	1844	1826	1681	1391	3813	2779	4709	3833	2811	2561	4156	4028
NM_178505.8	chr10	61406641	61453131	-	46491	19	32	83	84	29	27	55	25	4	10	1	5	10	7	1	4	16	5	5	9
NM_032804.6	chr10	62804969	62808479	+	3511	248	289	371	369	276	285	250	215	122	154	121	104	284	192	301	252	145	184	309	329
NM_000399.5	chr10	62811995	62816116	-	4122	175	122	77	51	186	125	43	45	20	33	32	22	37	23	11	18	21	47	15	15
NM_030759.5	chr10	63133577	63155024	+	21448	1092	1101	1474	1325	1413	1177	1080	922	475	459	440	436	1071	801	856	881	856	748	936	904
NM_021800.3	chr10	67796668	67837938	-	41271	35	33	81	61	25	42	26	12	10	17	8	8	40	33	29	38	11	24	46	18
NM_145178.4	chr10	68230594	68231863	-	1270	226	223	404	231	249	204	195	163	78	95	93	57	257	170	252	203	159	137	258	270
NM_012207.3	chr10	68332313	68343193	+	10881	2136	2150	2693	2537	2253	2182	1812	1750	748	805	769	688	1913	1366	1992	1696	1444	1331	2128	2053
NM_001330103.2	chr10	68343407	68407027	-	63621	2490	2312	3211	3022	2735	2500	2012	1870	741	849	862	608	2104	1505	2251	1990	1437	1282	2328	2439
NM_152707.4	chr10	68477997	68527273	-	49277	1035	1154	1354	1597	1257	1169	916	1096	509	472	514	397	1097	778	1071	1047	722	686	1216	1327
NM_018237.4	chr10	68721488	68792377	+	70890	3596	3630	5037	5199	4075	3797	3262	3518	1657	1651	1901	1573	3721	2810	4141	3787	2822	2493	4551	4434
NM_152709.5	chr10	68827780	68893060	+	65281	304	295	388	463	342	306	328	294	165	217	149	163	282	222	551	420	192	150	446	421
NM_004728.4	chr10	68956419	68985068	+	28650	1864	2251	2617	2805	2164	2375	1704	1816	763	733	841	609	1813	1274	1921	1628	1277	1170	2154	2170
NM_015634.4	chr10	68989052	69016982	+	27931	707	747	911	975	737	690	663	729	345	365	343	305	799	603	824	686	620	508	943	846
NM_002727.4	chr10	69088352	69104805	+	16454	31	30	69	62	23	30	40	47	8	0	7	1	35	7	31	18	15	9	24	27
NM_004896.5	chr10	69124427	69174412	+	49986	1679	1664	2227	2136	1705	1736	1416	1347	597	604	685	631	1522	1132	1510	1387	1115	1091	1543	1708
NM_025130.4	chr10	69220581	69267552	+	46972	151	326	499	637	167	376	291	447	51	54	69	64	81	87	148	174	86	66	270	253
NM_001057.3	chr10	69403902	69416668	-	12767	33	22	62	36	32	41	24	36	7	16	10	3	26	6	17	6	14	11	25	24
NM_020999.4	chr10	69571697	69573172	-	1476	2	2	1	3	2	0	1	2	1	0	0	5	0	0	1	1	0	2	0	2
NM_145306.3	chr10	69630496	69633596	+	3101	63	92	102	94	112	94	88	63	50	51	77	59	69	59	56	61	66	59	67	76
NM_018649.3	chr10	70053095	70112282	+	59188	1959	1986	3346	3168	2369	2083	2015	1812	700	823	731	735	1446	947	1703	1401	943	899	1694	1884
NM_173555.4	chr10	70137980	70146450	-	8471	601	739	988	965	641	623	665	788	457	377	350	315	607	413	705	520	434	366	703	635
NM_020150.5	chr10	70147288	70170264	-	22977	1436	1510	1917	1884	1602	1663	1321	1274	602	687	743	679	1368	1082	1444	1244	1143	1039	1610	1493
NM_021129.4	chr10	70202834	70233179	-	30346	904	1191	1424	1899	1034	1283	893	1212	433	506	408	462	999	720	1276	1073	813	659	1650	1757
NM_001278212.2	chr10	70298974	70382375	-	83402	3798	5257	5595	7240	4039	5318	3373	4835	1673	1827	2124	1896	3046	2171	3605	3166	2295	2014	5151	5484
NM_004096.5	chr10	70404394	70428618	+	24225	2172	2389	2765	2905	2495	2523	1687	1852	827	827	981	878	1885	1287	1926	1549	1354	1254	2180	2092
NM_018055.5	chr10	70431935	70441431	-	9497	5	7	5	4	3	6	3	1	6	6	3	5	8	4	0	0	13	2	1	9
NM_001083116.3	chr10	70597347	70602491	-	5145	1	5	5	0	6	2	0	4	0	0	0	0	0	0	1	0	0	0	0	2
NM_080722.4	chr10	70672755	70762441	+	89687	196	217	150	186	162	186	86	101	45	59	101	66	99	44	71	60	99	44	109	118
NM_003901.4	chr10	70816197	70881184	+	64988	3914	3688	4903	4212	4362	3910	2907	2773	1652	1653	1607	1387	3483	2510	3173	2749	2607	2245	3168	3294
NM_000281.4	chr10	70883509	70888315	-	4807	224	223	472	354	248	235	225	216	119	190	164	131	339	225	272	307	210	226	290	360
NM_170744.5	chr10	71212819	71302864	+	90046	1779	1296	1600	1264	1827	1215	903	837	444	405	549	433	671	476	818	688	591	434	854	933
NM_018344.6	chr10	71319508	71363385	+	43878	814	988	1216	1258	895	949	770	772	445	409	483	376	684	513	553	430	529	460	661	759
NM_001164375.3	chr10	71711700	71719528	-	7829	4	4	10	6	4	4	6	7	4	0	2	1	1	0	7	11	0	2	15	3
NM_022153.2	chr10	71747555	71773270	-	25716	76	78	200	172	73	87	78	104	43	39	64	51	101	97	183	153	68	74	218	176
NM_004273.5	chr10	71964644	72013558	+	48915	2848	3417	3234	3176	3132	3338	1986	2060	1392	1243	1657	1391	2220	1601	2282	1762	1590	1301	2593	2688
NM_001244950.2	chr10	72059033	72088301	-	29269	210	222	302	361	240	203	154	245	143	74	155	108	170	145	181	97	108	114	239	237
NM_001198800.3	chr10	72096031	72216026	-	119996	1818	1743	2379	2121	2048	1874	1527	1556	756	854	870	664	1675	1221	1862	1565	1152	1180	1984	1901
NM_019058.4	chr10	72274173	72276036	+	1864	291	309	339	293	379	247	213	270	331	322	306	248	353	237	293	295	243	227	316	316
NM_152635.3	chr10	72893988	72933036	+	39049	170	204	240	224	180	175	130	120	77	57	81	101	192	129	79	98	102	127	117	128
NM_032562.5	chr10	72934761	72954556	-	19796	3	15	10	8	5	4	10	6	0	2	0	3	3	3	4	5	0	1	5	5
NM_001017962.3	chr10	73007216	73096616	-	89401	1217	1228	1842	1670	1440	1248	1153	1084	545	630	505	474	1258	1036	984	898	967	778	1032	1036
NM_015901.6	chr10	73110704	73131823	+	21120	622	648	1084	1154	677	711	717	673	413	489	401	367	917	642	728	673	714	707	739	727
NM_173348.2	chr10	73168368	73244504	+	76137	1232	1255	1867	1657	1367	1302	1039	1037	492	474	508	415	1171	777	1159	958	832	806	1149	1128
NM_015190.5	chr10	73241953	73247005	-	5053	702	648	1040	967	735	722	688	728	351	304	284	286	599	493	865	782	484	460	931	839
NM_016065.4	chr10	73248848	73252394	-	3547	846	792	1071	983	832	792	692	665	352	308	311	288	710	483	729	643	461	454	644	621
NM_001024593.2	chr10	73423578	73433311	-	9734	204	196	290	267	213	207	162	170	77	109	56	83	189	163	156	149	121	112	151	112
NM_021132.4	chr10	73436432	73495774	-	59343	2633	2715	3542	3487	3027	2922	2153	2380	940	1050	1085	875	2311	1751	1572	1316	1715	1580	1755	1808
NM_021245.4	chr10	73631611	73641224	-	9614	2	4	6	10	9	4	5	6	0	4	6	4	1	3	1	0	5	4	2	1
NM_001114133.3	chr10	73644885	73655779	-	10895	170	105	181	115	159	115	119	65	174	177	117	89	233	151	58	62	156	136	45	59
NM_001144000.4	chr10	73674294	73697859	-	23566	108	120	126	209	119	110	94	101	50	38	50	63	112	82	90	68	81	63	101	92
NM_198597.3	chr10	73744621	73772161	+	27541	1812	1851	2087	2330	1887	1847	1380	1592	960	1030	999	803	1643	1278	1228	946	1164	1015	1246	1205
NM_173540.3	chr10	73772525	73776219	+	3695	271	261	429	422	285	271	224	241	153	181	226	117	286	180	188	181	181	106	225	209
NM_203298.3	chr10	73782297	73783652	+	1356	96	95	144	117	117	90	99	105	46	61	44	61	123	62	75	85	82	88	80	116
NM_003635.4	chr10	73801915	73811348	-	9434	478	415	623	529	500	502	362	320	303	269	333	208	423	336	275	240	297	324	246	343
NM_001367534.1	chr10	73812500	73874305	-	61806	2407	2236	4246	3731	2573	2161	2774	2450	1444	1423	1351	1076	2515	1910	2377	1943	1693	1351	2267	2321
NM_002658.6	chr10	73911381	73917494	+	6114	328	242	497	283	320	240	296	176	88	125	70	80	157	126	102	42	112	121	47	70
NM_012095.6	chr10	74120254	74150578	-	30325	1320	1429	1862	1998	1484	1558	1204	1335	582	591	716	647	1359	961	1122	1000	1077	938	1068	1094
NM_001003892.3	chr10	75037471	75073392	-	35922	6	12	14	14	22	7	8	15	8	1	9	3	11	5	0	1	3	4	2	2
NM_001363514.2	chr10	75094435	75099262	-	4828	5	1	2	7	0	1	3	1	0	0	0	0	0	0	0	0	0	4	0	1
NM_001007271.3	chr10	75105668	75108907	-	3240	6	7	20	11	5	2	10	10	0	2	2	1	3	1	2	6	2	5	6	0
NM_001174156.2	chr10	75111905	75182123	+	70219	2307	2044	2916	2689	2412	2294	1987	1713	743	829	970	764	2175	1456	1441	1246	1434	1352	1403	1521
NM_001391963.1	chr10	75211045	75231448	+	20404	1926	2037	2780	2658	2028	2003	1844	1704	904	865	941	767	1935	1464	1602	1499	1495	1269	1505	1591
NM_032772.6	chr10	75397829	75401514	-	3686	283	225	400	314	376	258	203	237	335	333	183	231	423	268	269	210	259	270	175	231
NM_033022.4	chr10	78034112	78040697	+	6586	1283	1405	1919	1895	1403	1486	1308	1214	565	648	692	599	1179	802	1082	830	901	823	1086	955
NM_005729.4	chr10	79347718	79355334	+	7617	555	589	960	937	681	594	564	598	271	305	279	251	441	314	407	327	283	265	487	459
NM_001099692.2	chr10	79512782	79516440	+	3659	3	8	10	5	6	3	1	5	2	0	3	0	1	2	2	0	5	1	4	4
NM_001098668.4	chr10	79555851	79560157	-	4307	4	2	2	5	0	2	3	2	4	0	0	2	3	1	4	0	0	0	0	0
NM_005411.5	chr10	79611188	79615443	+	4256	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001278495.2	chr10	79703476	79712758	+	9283	14	14	21	18	9	12	20	29	3	7	6	6	18	2	3	3	8	7	5	16
NM_001355263.2	chr10	79826988	79850878	+	23891	311	325	338	417	333	386	212	240	182	189	149	113	397	256	231	233	270	207	186	221
NM_003019.5	chr10	79937739	79948855	-	11117	8	7	9	8	12	6	3	5	0	0	6	3	3	1	0	1	2	3	2	0
NM_001012973.3	chr10	80132979	80145359	+	12381	111	94	103	98	107	124	87	73	90	82	86	86	181	117	117	114	105	112	112	104
NM_145868.2	chr10	80150888	80205287	-	54400	1890	1872	2610	2388	1945	1689	1654	1579	882	923	844	700	1488	1064	1207	920	1047	808	1194	1125
NM_000429.3	chr10	80271819	80289408	-	17590	5	6	8	15	4	7	14	4	3	1	3	0	6	1	1	0	4	0	0	1
NM_032372.6	chr10	80357030	80368073	+	11044	7	4	9	10	4	3	12	2	0	0	0	0	1	1	3	0	0	3	3	3
NM_032333.5	chr10	80408800	80437115	+	28316	3	11	29	26	12	8	21	12	2	3	5	2	2	4	8	2	7	1	20	16
NM_207373.3	chr10	84174050	84185294	+	11245	11	6	11	19	13	3	8	4	3	0	0	0	2	2	0	2	0	0	1	2
NM_033100.4	chr10	84194786	84218694	+	23909	225	243	455	391	240	226	249	234	162	128	125	143	202	145	150	144	159	164	93	125
